ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
152,98,Utkarsh Palan,71,7,4,7,1
153,99,Dayamai Anand,26,11,1,4,2
154,100,Ethan Shukla,29,10,1,2,1
155,100,Maanav Gaba,36,2,2,9,1
156,101,Widisha Mani,61,2,1,6,2
157,102,Manan Aurora,66,6,1,9,1
158,102,Anmol Kalla,62,1,3,5,1
159,103,Diya Bera,62,4,1,10,2
160,103,Michael Ahluwalia,54,11,1,8,1
161,104,Qushi Acharya,51,3,1,9,2
162,104,Ladli Devi,59,4,1,8,2
163,105,Lucky Thakkar,61,11,1,10,1
164,106,Caleb Madan,63,8,1,5,1
165,107,Guneet Sankaran,74,3,1,10,1
166,108,Maanav Kanda,18,10,1,2,1
167,108,Warjas Pant,22,8,3,9,1
168,109,Reyansh Sami,19,7,1,7,1
169,109,Chandran Lal,44,5,1,9,1
170,110,Nachiket Ghose,41,3,1,10,1
171,110,Neel Dewan,29,11,7,1,1
172,111,Ladli Deshmukh,54,11,1,7,2
173,112,Harish Mitra,24,6,1,5,1
174,112,Brijesh Mishra,66,3,1,5,1
175,113,Hemani Prashad,45,7,1,5,2
176,114,Chasmum Devi,60,11,1,7,2
177,114,Nirja Thakur,69,11,1,4,2
178,115,Vivaan Pandya,42,9,2,1,1
179,115,Vidhi Salvi,71,2,1,3,2
180,116,Vedhika Bala,43,6,1,7,2
181,116,Shivansh Chakrabarti,20,8,2,6,1
182,117,Matthew Kibe,60,4,2,10,1
183,117,Eesha Memon,75,4,3,3,2
184,118,Shravya Dass,25,10,1,6,2
185,119,Aarini Shere,33,11,6,4,2
186,119,Avni Chad,56,10,2,2,2
187,120,Krishna Chhabra,32,1,1,10,1
188,121,Chasmum Mannan,46,12,3,8,2
189,122,Noah Bhat,57,9,3,9,1
190,123,Yashodhara Bera,59,2,1,2,2
191,124,Yauvani Dhawan,59,10,7,4,2
192,124,Ekansh Kapoor,23,1,1,6,1
193,125,Matthew Mukhopadhyay,61,3,1,8,1
194,125,Watika Iyer,26,1,5,8,2
195,126,Bahadurjit Acharya,47,2,2,2,1
196,126,Darpan Venkatesh,72,6,3,7,1
197,127,Krishna Jayaraman,44,8,2,2,2
198,127,Warjas Bakshi,32,7,1,9,1
199,128,Shivani Bhakta,23,8,1,10,2
200,129,Netra Ravel,50,11,7,1,2
201,130,Hiral Keer,41,2,5,9,2
202,131,Urvashi Dasgupta,73,7,1,6,2
203,132,Elijah Bains,36,2,3,2,1
204,133,Ekavir Khosla,20,2,1,3,1
205,134,Harish Soni,58,10,5,3,1
206,135,Maanav Mann,65,10,2,8,1
207,136,Xiti Pillai,33,4,1,4,2
208,137,Shivani Raju,21,1,1,4,2
209,138,Vincent Saha,38,3,1,5,1
210,139,Ethan Bala,71,3,1,2,1
211,140,Vasudha Dara,65,9,1,1,2
212,140,Abdul Mitter,69,10,1,9,1
213,141,Tristan Basak,62,7,1,3,1
214,142,Ekiya Sidhu,29,8,1,10,2
215,143,Manya Andra,70,5,4,1,2
216,144,Praneel Tella,58,3,2,7,1
217,145,Owen Vohra,28,11,1,3,1
218,146,Azad Ghosh,51,4,1,8,1
219,146,Patrick Nori,32,8,1,2,1
220,147,Ekaraj Mallick,35,10,1,9,1
221,148,Ronith Bir,30,3,1,7,1
222,148,Riya Sodhi,39,10,6,4,2
223,149,Zehaan Vora,34,9,1,9,1
224,150,Eiravati Naik,56,1,1,6,2
225,151,Saksham Bir,33,5,1,6,1
226,151,Alexander Dutt,31,3,1,7,1
227,152,Chanakya Cherian,71,6,1,1,1
228,153,Vyanjana Naik,47,4,1,4,2
229,154,Kashish Cheema,39,3,2,5,2
230,154,Rehaan Salvi,27,5,1,1,1
231,155,Azaan Krishna,61,8,1,9,1
232,155,Anjali Bora,18,11,1,7,2
233,156,Rachit Balan,58,12,1,8,1
234,157,Naveen Chokshi,68,11,2,6,1
235,157,Ranbir Deol,20,1,2,3,1
236,158,Guneet Krishnan,28,12,3,8,1
237,159,Urvashi Mangal,24,3,1,1,2
238,159,Isha Edwin,49,1,2,8,2
239,160,Zarna Handa,67,11,7,9,2
240,161,Amaira Char,21,1,1,1,2
241,162,Anika Dey,71,2,1,9,2
242,163,Pranit Reddy,29,9,3,2,1
243,164,Onkar Goyal,52,9,1,2,1
244,165,Girish Johal,36,2,1,10,1
245,165,Yamini Pandey,45,6,1,1,2
246,166,Ekantika Bhavsar,75,7,1,5,2
247,167,Unni Puri,61,6,1,4,2
248,168,Balveer Datta,48,10,1,5,1
249,168,Chandresh Dalal,29,12,2,1,1
250,169,Jack Behl,30,3,2,4,1
251,169,Advay Kapur,62,6,5,8,1
252,170,Jeremiah Ramakrishnan,68,10,1,3,1
253,170,Bahadurjit Dugar,27,5,5,7,1
254,171,Baljiwan Warrior,49,3,1,9,1
255,171,Zashil Muni,29,1,2,1,1
256,172,Ayush Choudhry,36,4,2,2,1
257,173,Lekha Balan,45,11,1,8,2
258,174,Pallavi Sama,47,11,1,4,2
259,175,Harish Natt,24,10,1,6,1
260,176,Ekaraj Jayaraman,69,1,1,3,1
261,177,Azaan Keer,40,8,1,6,1
262,178,Bina Banik,66,2,2,5,2
263,179,Bimala Saha,58,9,1,2,2
264,180,Wriddhish Dayal,73,4,1,10,1
265,180,Ansh Chawla,32,8,1,10,1
266,181,Yadavi Tripathi,60,6,2,3,2
267,182,Parth Sankar,37,11,2,9,1
268,182,Nidra Kari,45,3,2,3,2
269,183,Ayaan Bal,63,4,3,3,1
270,183,Ranveer Badami,58,5,1,10,1
271,184,Atharv Ram,60,11,1,10,1
272,185,Edhitha Sani,27,10,1,5,2
273,185,Ekapad D’Alia,65,1,1,6,1
274,186,Dhriti Pillai,42,4,1,2,2
275,186,Indali Oza,46,1,1,7,2
276,187,Ayush Khanna,71,7,1,1,1
277,188,Chakradhar Anne,48,7,6,8,1
278,188,Triveni Yadav,56,9,2,9,2
279,189,Advika Krish,28,9,1,5,2
280,189,Balvan Bhandari,30,12,1,9,1
281,190,Urvashi Gole,67,3,1,9,2
282,190,Anthony Murthy,37,10,1,3,1
283,191,Jason Master,64,6,3,1,1
284,191,Sneha Srinivas,63,2,2,4,2
285,192,Brinda Bose,22,12,1,4,2
286,192,Harshil Talwar,26,2,1,9,1
287,193,Januja Sawhney,39,2,1,4,2
288,193,Rajeshri Master,22,10,2,7,2
289,194,Kiaan Nagar,55,8,2,4,1
290,195,Avi Pal,46,3,1,6,1
291,196,Xavier Mammen,50,11,1,7,1
292,196,Harsh Devan,25,10,1,5,1
293,197,Niharika Kade,24,2,1,9,2
294,197,Quincy Dhar,19,8,1,6,1
295,198,Jacob Sarraf,58,9,5,7,1
296,199,Deepa Bail,72,12,6,6,2
297,200,Anika Madan,41,6,1,1,2
298,201,Sanaya Mital,30,1,1,2,2
299,202,Ayushman Mallick,23,1,7,8,1
300,202,Yug Bahl,21,4,1,2,1
301,203,Sanaya Sawhney,23,10,1,3,2
302,204,Isaac Jha,21,4,1,7,1
303,204,Hiral Sankar,18,7,1,9,2
304,205,Niharika Balay,53,2,2,10,2
305,205,Agastya Nayar,75,11,1,1,1
306,206,Janaki Bala,73,6,6,10,2
307,206,Urishilla Sane,24,6,1,5,2
308,207,Chatura Rama,38,11,1,1,1
309,208,Vincent Samra,58,2,1,7,1
310,209,Finn Raj,32,2,1,4,1
311,209,Jagat Deo,19,4,1,5,1
312,210,Meera Mahal,28,1,1,3,2
313,210,Jeet Merchant,18,10,1,9,1
314,211,Rudra Barad,36,10,1,9,1
315,212,Pratyush Luthra,52,5,4,5,1
316,212,Abeer Dash,60,3,1,10,1
317,213,Naveen Lalla,21,7,1,3,1
318,214,Tristan Shere,55,5,1,7,1
319,215,Thomas Andra,18,1,2,4,1
320,216,Andrew Parmer,73,2,1,3,1
321,217,Janani Rege,62,3,1,10,2
322,217,Chaaya Malhotra,24,2,1,1,2
323,218,Bhavika Sastry,73,1,4,2,2
324,218,Kai Majumdar,34,11,1,3,1
325,219,Yug Datta,62,3,1,8,1
326,220,Harita Din,29,12,1,2,2
327,221,Jackson Contractor,33,12,1,10,1
328,221,Qarin Toor,38,6,3,1,3
329,222,Nathan Barman,75,7,2,9,1
330,223,Bhavani Lad,35,9,1,1,2
331,223,Abhiram Pandit,44,6,3,7,1
332,224,Jacob Palla,19,12,1,1,1
333,225,Balvan Tripathi,48,6,1,7,1
334,226,Daksh Vaidya,23,4,1,9,1
335,226,Jagat Jani,30,5,3,5,1
336,227,Ria Sagar,62,5,1,5,2
337,228,Tanay Mandal,64,1,1,4,1
338,229,Advik Narain,24,5,1,2,1
339,229,Oviya Reddy,25,11,2,2,2
340,230,Wahab Menon,27,6,5,7,1
341,231,Gaurika Pillay,43,3,4,3,2
342,232,Mohini Doctor,44,3,1,4,2
343,232,Chatresh Kakar,27,8,1,10,1
344,233,Orinder Kale,40,10,1,9,1
345,234,Anamika Doctor,31,2,1,5,2
346,234,Balveer Brahmbhatt,56,5,1,8,1
347,235,Yashasvi Sahota,50,11,1,1,2
348,235,Zarna Behl,48,11,1,2,2
349,236,Thomas Nadig,50,9,2,1,1
350,237,Indali Memon,27,7,3,10,2
351,238,Nitesh Kibe,74,10,1,7,1
352,238,Jack Shah,66,5,1,1,1
353,239,Dalbir Khosla,19,4,1,6,1
354,239,Tara Pathak,74,2,2,9,2
355,240,Patrick Tiwari,31,4,7,5,1
356,240,Pratyush Sule,59,9,2,2,1
357,241,Saumya Sahota,69,1,2,5,3
358,242,Dev Yogi,63,3,1,3,1
359,242,Samar Devi,65,12,2,9,1
360,243,Luke Om,53,10,1,5,1
361,244,Daniel Bumb,43,10,1,10,1
362,244,Shivansh Tiwari,40,9,1,5,1
363,245,Yachana Hora,19,8,1,2,2
364,245,Utkarsh Aurora,45,10,5,10,1
365,246,Dipta Sahota,40,4,1,5,2
366,246,Vrinda Chaudhuri,67,2,1,10,2
367,247,Anay Sankar,21,7,1,10,1
368,247,Fiyaz Bora,21,8,7,1,1
369,248,Yasti Wagle,21,8,3,4,2
370,248,Udyati Pandya,49,4,1,2,2
371,249,Suhani Khurana,18,10,1,4,2
372,250,Daniel Nayar,62,9,3,10,1
373,251,Darika Bath,73,5,1,10,2
374,251,Peter Sen,43,7,6,7,1
375,252,Varenya Sarin,61,9,1,1,2
376,253,William Desai,18,8,1,3,1
377,254,Benjamin Doshi,67,11,1,5,1
378,255,Reva Setty,62,4,1,9,2
379,256,Naveen Sarna,61,2,1,8,1
380,256,Logan Chatterjee,41,1,1,6,1
381,257,Manthan Tak,45,9,1,8,1
382,257,Arjun Vasa,62,10,1,1,1
383,258,Mekhala Naidu,58,4,1,9,2
384,259,Odika Gokhale,61,9,1,2,2
385,259,Anvi Kade,72,2,1,3,2
386,260,Liam Murthy,49,1,2,10,1
387,261,Oscar Mane,55,7,1,5,1
388,261,Dhriti Mani,48,10,2,10,2
389,262,Widisha Sarna,55,3,1,5,2
390,263,Frado Mani,33,12,1,3,1
391,264,Damyanti Kata,70,5,1,1,2
392,264,Ekavir Char,36,6,1,5,1
393,265,Yashoda Ganguly,36,12,4,4,2
394,266,Anusha Zacharia,44,12,1,2,2
395,267,Aarush Suresh,43,11,3,5,1
396,267,Qasim Jani,55,9,2,7,1
397,268,Unni Saxena,70,9,1,4,2
398,268,Utkarsh Merchant,28,2,1,4,1
399,269,Darpan Saxena,35,8,1,2,1
400,269,Xiti Lall,41,2,1,3,2
401,270,Ekantika Mallick,66,4,1,3,2
402,271,Raagini Brar,19,9,1,8,2
403,272,Bishakha Narain,19,8,1,3,2
404,273,Zehaan Nayak,21,5,1,6,1
405,273,Utkarsh Varghese,61,3,3,1,1
406,274,Nakul Barad,61,10,1,10,1
407,274,Chandresh Verma,62,10,1,1,1
408,275,Ikshita Banik,57,9,1,3,2
409,276,Jason Devan,75,10,1,7,1
410,276,Imaran Hayre,21,9,1,6,1
411,277,Upma Doshi,20,1,2,3,3
412,277,Idika Taneja,66,12,4,8,2
413,278,Dominic Issac,55,4,1,6,1
414,279,Hredhaan Aggarwal,48,7,1,10,1
415,280,Bahadurjit Swaminathan,56,10,1,7,1
416,280,Hemal Barad,67,10,1,10,2
417,281,Karan Rai,55,9,1,4,1
418,281,Priya Sule,49,8,1,2,2
419,282,Netra Kata,66,7,3,4,2
420,282,Xavier Suri,37,12,1,1,1
421,283,Pranav Srivastava,19,3,1,5,1
422,284,Chasmum Kanda,34,3,2,8,2
423,285,Maanas Saini,22,6,1,8,1
424,285,Nicholas Kota,40,7,1,3,1
425,286,Devika Goda,56,3,2,9,2
426,286,Nathaniel Comar,41,1,1,10,1
427,287,Rushil Dave,50,4,4,9,1
428,287,Yash Sabharwal,63,9,1,10,1
429,288,Amrita Mannan,67,4,1,9,2
430,288,Zehaan Kale,61,10,1,10,1
431,289,Bhavani Naidu,46,3,1,6,2
432,290,Nitara Sabharwal,52,2,1,2,2
433,291,Timothy Sandal,67,10,1,8,1
434,292,Leena Bhagat,19,1,1,10,2
435,293,Watika Kanda,71,1,1,2,2
436,293,Arin Morar,40,12,1,7,1
437,294,Samarth Kant,70,9,2,3,1
438,295,Ishanvi Choudhary,64,2,1,8,2
439,295,Dhruv Zacharia,62,10,1,2,1
440,296,Advaith Raghavan,52,1,1,2,1
441,297,Ojas Pandit,61,1,2,9,1
442,297,Arya Venkataraman,74,11,6,10,2
443,298,Radhika Wason,27,9,1,8,2
444,299,Farhan Wason,53,11,1,1,1
445,300,Jyoti Mannan,23,6,2,5,2
446,301,Ridhi Narula,67,4,1,6,2
447,302,Janaki Kothari,21,1,3,8,2
448,302,Andrew Bahri,38,4,1,7,1
449,303,Yamini Rao,46,2,1,10,2
450,304,Ansh Dugar,30,1,1,8,1
451,304,Matthew Bajwa,43,1,1,5,1
452,305,Krishna Bandi,48,11,1,4,2
453,306,Diya Purohit,66,11,1,7,2
454,306,Dominic Madan,43,12,1,7,1
455,307,Brinda Borah,67,1,1,8,2
456,308,Aishani Aurora,61,12,4,1,2
457,308,Champak Raman,39,1,1,4,1
458,309,Nachiket Naik,20,1,1,9,1
459,309,Yashvi Bajaj,38,1,1,5,2
460,310,Mahika Shanker,23,1,7,9,2
461,310,Daksha Lalla,57,8,1,2,2
462,311,Raghav Manne,46,3,1,2,1
463,311,Chakradhar Kapadia,61,2,2,10,1
464,312,Maya Subramanian,71,10,1,2,2
465,312,Zehaan Konda,24,3,1,8,1
466,313,Abhiram Taneja,52,2,1,5,1
467,314,Quincy Chokshi,66,6,1,8,1
468,315,Jasmit Bakshi,69,6,1,8,2
469,316,Jack Sekhon,72,10,1,5,1
470,317,Waida Chopra,25,12,1,8,2
471,318,Osha Dhawan,53,6,2,3,2
472,319,Champak Gara,51,3,1,1,1
473,319,Wishi Krish,50,6,1,3,2
474,320,Ekavir Rau,33,10,1,2,1
475,321,Viraj Bhargava,39,1,1,9,3
476,322,Lajita Sabharwal,74,6,2,3,2
477,322,Om Dora,43,9,5,1,1
478,323,Naveen Ray,71,4,1,8,1
479,324,Lipika Kadakia,50,11,1,3,2
480,325,Yahvi Munshi,37,2,1,3,2
481,326,Oeshi Shenoy,29,8,1,5,2
482,327,Banjeet Cheema,43,10,1,9,1
483,328,Balvan Prashad,44,9,1,2,1
484,329,Abeer Edwin,28,11,1,2,1
485,329,Fiyaz Hora,73,2,2,6,1
486,330,Deepa Barad,49,3,1,8,2
487,330,Yachana Garde,50,5,1,4,2
488,331,Ekiya Sahota,50,1,2,3,2
489,331,Aayush Minhas,20,10,1,6,1
490,332,Urishilla Menon,53,2,1,5,2
491,332,Neel Prabhu,70,2,1,2,1
492,333,Ekta Mannan,19,10,1,3,2
493,333,Ria Venkataraman,21,5,1,1,2
494,334,Vrishti Shere,55,10,1,2,2
495,334,Noah Deshmukh,61,5,2,8,1
496,335,Zaitra Som,69,2,2,5,2
497,335,Nitara Saha,35,4,1,6,2
498,336,Falan Singhal,70,7,5,2,1
499,337,Aahana Muni,67,11,1,6,2
500,337,Irya Chandra,62,12,1,4,2
501,338,Noah Chandra,50,10,1,10,1
502,338,Vinaya Dugar,41,1,1,6,2
503,339,Parth Kara,24,1,1,2,1
504,340,Abhimanyu Hans,68,10,1,3,1
505,340,Meghana Sandhu,61,11,1,7,2
506,341,Qarin Rau,46,3,1,5,1
507,341,Isha Brahmbhatt,40,5,2,10,2
508,342,Charan Kalita,45,4,1,6,1
509,342,Hemal Lall,70,6,1,1,2
510,343,Dev Vig,68,1,1,8,1
511,344,Oni Malhotra,42,11,1,9,2
512,345,Henry Ganguly,42,2,1,3,1
513,346,Kala Kalita,35,1,1,1,2
514,346,Falak Dhar,37,4,2,2,2
515,347,Vyanjana Acharya,70,4,2,1,2
516,348,Brinda Ben,30,1,2,2,2
517,349,Thomas Sandal,33,4,1,9,1
518,350,Nihal Mittal,55,7,1,9,1
519,350,Jai Ramaswamy,30,5,2,2,1
520,351,Sanya Som,75,10,7,2,2
521,351,Nachiket Vig,75,2,1,5,1
522,352,Zilmil Brar,67,11,4,1,2
523,353,Fiyaz Mall,21,5,2,7,1
524,353,Urmi Sathe,62,5,1,5,2
525,354,Ladli Dara,75,11,2,10,2
526,354,Owen Gokhale,26,11,1,2,1
527,355,Qadim Shukla,18,10,1,1,1
528,356,Simon Kala,73,1,1,7,1
529,356,Sai Prasad,68,11,1,6,2
530,357,Aashi Hayre,53,8,1,5,2
531,358,Radha Vora,37,5,5,5,2
532,359,Aarnav Mukherjee,54,9,1,3,1
533,359,Champak Pillay,20,2,6,5,1
534,360,Yashasvi Arya,62,11,4,6,2
535,360,Anika Maharaj,59,4,1,1,2
536,361,Sneha Bassi,35,2,1,2,2
537,361,Laksh Bhandari,63,3,4,8,1
538,362,Warinder Sha,18,7,1,10,1
539,362,Harini Solanki,28,2,1,10,2
540,363,Anjali Pingle,18,6,4,7,2
541,364,Ganga Goel,36,9,5,2,2
542,364,Chakrika Saini,70,8,1,9,2
543,365,Ayaan Sawhney,58,4,5,4,1
544,366,Naksh Chatterjee,67,11,1,9,1
545,367,Indali Badal,62,1,1,3,2
546,368,Nathan Gara,57,10,2,5,1
547,369,Yauvani Atwal,22,9,1,5,2
548,369,Sathvik Bhat,29,10,1,2,1
549,370,Inaya Thaker,71,12,1,6,2
550,370,Kiaan Chacko,22,1,1,1,1
551,371,Vamakshi Basu,73,10,1,1,2
552,371,Hardik Tiwari,63,9,1,3,1
553,372,Harini Aggarwal,48,8,1,3,2
554,372,Laksh Panchal,59,6,2,8,1
555,373,Onkar Shukla,40,12,1,10,1
556,374,Vincent Chakrabarti,70,11,1,7,1
557,374,Chandani Gopal,22,9,6,6,2
558,375,Girik Nadkarni,38,7,1,8,1
559,375,Frado Anne,57,11,5,6,1
560,376,Ridhi Sharma,25,2,1,7,2
561,376,Krishna Morar,23,2,4,4,2
562,377,Dominic Mukherjee,58,6,1,5,1
563,377,Ranveer Mangat,71,10,2,7,1
564,378,Maya Dey,75,8,1,7,2
565,378,Triveni Kara,54,1,1,8,2
566,379,Laban Iyengar,25,7,2,1,1
567,380,Manbir Lad,33,8,1,7,1
568,380,Kevin Chanda,20,5,4,8,1
569,381,Peter Patla,33,5,1,4,1
570,382,Yutika Sengupta,22,6,1,8,2
571,383,Andrew Rajan,32,1,5,8,1
572,384,Jagrati Saraf,19,9,1,5,2
573,384,Bhavya Johal,42,1,1,10,3
574,385,Yashasvi Luthra,27,1,1,4,2
575,385,Yashvi Kade,27,3,1,4,2
576,386,Ikbal Sibal,33,6,1,4,1
577,386,Anamika D’Alia,66,9,1,5,2
578,387,Wazir Dey,47,9,1,2,1
579,387,Ojasvi Pradhan,59,12,2,8,2
580,388,Anika Naidu,23,6,1,5,2
581,389,Praneel Anand,42,7,1,7,1
582,389,Shivansh Soman,49,2,1,4,1
583,390,Pahal Chaudhry,43,11,2,9,2
584,390,Praneel Mohan,51,6,1,8,1
585,391,Vivaan Grewal,39,8,1,1,1
586,391,Theodore Shan,71,9,1,7,1
587,392,Sudiksha Solanki,43,1,1,4,2
588,392,Lajita Prakash,75,1,1,10,2
589,393,Warhi Rattan,23,12,1,6,2
590,394,Anmol Kaur,33,12,2,4,1
591,395,Shivansh Sandhu,57,12,2,9,1
592,396,Suhani Balakrishnan,38,2,1,2,2
593,397,Yashvi Ganesan,42,6,1,2,2
594,398,Hardik Dewan,66,3,1,3,1
595,399,Ojas Bhagat,39,9,1,5,1
596,400,Nilima Dhaliwal,39,3,7,5,2
597,400,Veer Randhawa,27,6,1,8,1
598,401,Veda Acharya,69,9,1,2,2
599,402,Harish Gera,54,5,3,10,1
600,402,Mitesh Buch,50,8,3,9,1
601,403,Kamya Jani,23,11,1,1,2
602,404,Chandani Konda,44,2,5,5,2
603,404,Rachit Ahluwalia,51,12,1,7,1
604,405,Gauri Padmanabhan,46,1,1,2,2
